epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202040,2020-09-27,189,BA,Juazeiro,2918407,city,5081,2329.00322,8,101,0,0.0199,218162,False,False
202039,2020-09-26,188,BA,Juazeiro,2918407,city,5073,2325.33622,28,101,0,0.0199,218162,False,False
202039,2020-09-25,187,BA,Juazeiro,2918407,city,5045,2312.50172,27,101,1,0.02,218162,False,False
202039,2020-09-24,186,BA,Juazeiro,2918407,city,5018,2300.12559,27,100,0,0.0199,218162,False,False
202039,2020-09-23,185,BA,Juazeiro,2918407,city,4991,2287.74947,30,100,1,0.02,218162,False,False
202039,2020-09-22,184,BA,Juazeiro,2918407,city,4961,2273.99822,7,99,0,0.02,218162,False,False
202039,2020-09-21,183,BA,Juazeiro,2918407,city,4954,2270.7896,0,99,0,0.02,218162,False,False
202039,2020-09-20,182,BA,Juazeiro,2918407,city,4954,2270.7896,14,99,0,0.02,218162,False,False
202038,2020-09-19,181,BA,Juazeiro,2918407,city,4940,2264.37235,29,99,0,0.02,218162,False,False
202038,2020-09-18,180,BA,Juazeiro,2918407,city,4911,2251.07947,25,99,2,0.0202,218162,False,False
202038,2020-09-17,179,BA,Juazeiro,2918407,city,4886,2239.6201,33,97,0,0.0199,218162,False,False
202038,2020-09-16,178,BA,Juazeiro,2918407,city,4853,2224.49372,60,97,0,0.02,218162,False,False
202038,2020-09-15,177,BA,Juazeiro,2918407,city,4793,2196.99123,10,97,1,0.0202,218162,False,False
202038,2020-09-14,176,BA,Juazeiro,2918407,city,4783,2192.40748,-4,96,0,0.0201,218162,False,False
202038,2020-09-13,175,BA,Juazeiro,2918407,city,4787,2194.24098,15,96,2,0.0201,218162,False,False
202037,2020-09-12,174,BA,Juazeiro,2918407,city,4772,2187.36535,56,94,1,0.0197,218162,False,False
202037,2020-09-11,173,BA,Juazeiro,2918407,city,4716,2161.69635,36,93,0,0.0197,218162,False,False
202037,2020-09-10,172,BA,Juazeiro,2918407,city,4680,2145.19486,26,93,0,0.0199,218162,False,False
202037,2020-09-09,171,BA,Juazeiro,2918407,city,4654,2133.27711,0,93,0,0.02,218162,False,False
202037,2020-09-08,170,BA,Juazeiro,2918407,city,4654,2133.27711,1,93,0,0.02,218162,False,False
202037,2020-09-07,169,BA,Juazeiro,2918407,city,4653,2132.81873,1,93,0,0.02,218162,False,False
202037,2020-09-06,168,BA,Juazeiro,2918407,city,4652,2132.36036,14,93,0,0.02,218162,False,False
202036,2020-09-05,167,BA,Juazeiro,2918407,city,4638,2125.94311,30,93,0,0.0201,218162,False,False
202036,2020-09-04,166,BA,Juazeiro,2918407,city,4608,2112.19186,35,93,1,0.0202,218162,False,False
202036,2020-09-03,165,BA,Juazeiro,2918407,city,4573,2096.14873,53,92,1,0.0201,218162,False,False
202036,2020-09-02,164,BA,Juazeiro,2918407,city,4520,2071.85486,85,91,0,0.0201,218162,False,False
